Date,Store,Store,Sales,Predicted_Sales
2015-06-20,507,507,7984,6250.077594169111
2015-06-20,506,506,4881,5814.813565642475
2015-06-20,505,505,3994,5651.133138987186
2015-06-20,504,504,6181,7008.6340663645715
2015-06-20,490,490,8525,6103.1461836391945
2015-06-20,491,491,6506,6128.794495387607
2015-06-20,492,492,7058,6090.975759245855
2015-06-20,493,493,8625,5992.626351261757
2015-06-20,494,494,5252,7008.6340663645715
2015-06-20,495,495,5363,6280.632364250486
2015-06-20,521,521,4505,5715.0242181427675
2015-06-20,496,496,7067,6501.938150241381
2015-06-20,498,498,7373,5935.382950519973
2015-06-20,499,499,4971,5715.295011723163
2015-06-20,500,500,6088,6319.356060637935
2015-06-20,501,501,3351,6632.31907606067
2015-06-20,502,502,7954,9101.405379391756
2015-06-20,503,503,6347,6457.713768194884
2015-06-20,497,497,6845,7022.432367098849
2015-06-20,489,489,3191,4937.111397350155
2015-06-20,522,522,7929,6186.768378295625
2015-06-20,524,524,6687,7089.6513759136515
2015-06-20,555,555,3931,4987.130015331944
2015-06-20,554,554,4704,6965.921542439403
2015-06-20,553,553,9931,6037.924597226502
2015-06-20,552,552,4120,5944.237746447583
2015-06-20,551,551,4377,5249.160982544677
2015-06-20,550,550,5395,6996.109664676852
2015-06-20,549,549,3687,3954.82846685704
2015-06-20,548,548,4058,4731.0822450456735
2015-06-20,547,547,6061,6239.920945030846
2015-06-20,546,546,12987,7042.95622974949
2015-06-20,545,545,8387,6280.632364250486
2015-06-20,544,544,9683,9465.958978988849
2015-06-20,543,543,1329,6934.627621023811
2015-06-20,542,542,4360,6176.250071634623
2015-06-20,541,541,5856,6965.4696508873885
2015-06-20,540,540,7026,5678.74954791463
2015-06-20,539,539,11798,7586.92338822933
2015-06-20,525,525,9006,10472.770981061985
2015-06-20,526,526,7169,8116.923150729303
2015-06-20,527,527,10405,6243.873469336475
2015-06-20,528,528,8501,8757.520047117629
2015-06-20,529,529,6595,6271.877154534318
2015-06-20,530,530,4936,5191.452240460238
2015-06-20,523,523,14643,7179.19443030844
2015-06-20,531,531,4045,5661.652036708493
2015-06-20,533,533,8286,6243.873469336475
2015-06-20,534,534,7430,5740.634563725358
2015-06-20,535,535,5329,5782.375880223903
2015-06-20,536,536,5203,6128.794495387607
2015-06-20,537,537,5313,5715.295011723163
2015-06-20,538,538,2009,6934.627621023811
2015-06-20,532,532,11339,7077.098739420198
2015-06-20,280,280,5156,5548.180700854985
2015-06-20,488,488,3135,3847.0569138017513
2015-06-20,486,486,2822,5775.746760346967
2015-06-20,450,450,10205,6401.763683050114
2015-06-20,449,449,7452,9035.916387943025
2015-06-20,448,448,4350,5786.446534863821
2015-06-20,447,447,4493,6994.905883241461
2015-06-20,446,446,2719,5204.3854380421135
2015-06-20,445,445,10481,7039.879572974593
2015-06-20,444,444,15480,8596.024743261296
2015-06-20,443,443,4215,5961.534573876752
2015-06-20,442,442,4775,5224.987630302302
2015-06-20,441,441,6166,5474.079189599374
2015-06-20,440,440,3459,5678.105243101604
2015-06-20,439,439,5314,6994.905883241461
2015-06-20,438,438,4719,5282.231031044084
2015-06-20,437,437,9386,5267.6498993591895
2015-06-20,436,436,3713,4854.772591301676
2015-06-20,435,435,2163,7008.6340663645715
2015-06-20,434,434,12403,9360.203328122116
2015-06-20,420,420,5408,4827.681274262373
2015-06-20,421,421,10428,7456.609583330482
2015-06-20,422,422,3872,4461.069872286681
2015-06-20,423,423,9190,7008.6340663645715
2015-06-20,424,424,7168,5232.5812951265425
2015-06-20,425,425,2085,6994.905883241461
2015-06-20,451,451,4499,5986.788876861956
2015-06-20,426,426,3809,7039.879572974593
2015-06-20,428,428,5973,6026.148767723187
2015-06-20,429,429,5086,5653.519102776558
2015-06-20,430,430,8750,6978.639554244929
2015-06-20,431,431,9444,6988.572913573177
2015-06-20,432,432,7393,7039.476096228148
2015-06-20,433,433,3819,5250.325230664618
2015-06-20,427,427,6156,6281.556365419869
2015-06-20,487,487,6347,7016.370562076265
2015-06-20,452,452,2777,5213.904224608333
2015-06-20,454,454,1778,2097.1909478059138
2015-06-20,485,485,5531,5972.577752398994
2015-06-20,484,484,8369,6418.215329406641
2015-06-20,483,483,1582,5729.123043025034
2015-06-20,482,482,8882,7217.614757285644
2015-06-20,481,481,5233,6179.5828449435285
2015-06-20,480,480,2377,7006.104246141702
2015-06-20,479,479,7239,6041.205659478153
2015-06-20,478,478,4163,5396.5277162259945
2015-06-20,477,477,5637,5488.238566191896
2015-06-20,476,476,2468,6222.049657226234
2015-06-20,475,475,6723,7039.879572974593
2015-06-20,474,474,4286,5206.066245034571
2015-06-20,473,473,2206,7008.215939320135
2015-06-20,472,472,4334,6216.02490380312
2015-06-20,471,471,7035,6273.44683089839
2015-06-20,470,470,11378,7075.679866213386
2015-06-20,469,469,11292,7039.476096228148
2015-06-20,455,455,9019,6126.289900033255
2015-06-20,456,456,4892,7039.879572974593
2015-06-20,457,457,5379,5330.859054514024
2015-06-20,458,458,9673,5789.051612951572
2015-06-20,459,459,5378,6170.890467402822
2015-06-20,460,460,1696,1682.0388855708918
2015-06-20,453,453,6646,6881.775090500532
2015-06-20,461,461,5314,5230.8153944024725
2015-06-20,463,463,4057,6215.728626094465
2015-06-20,464,464,13057,7085.668753674659
2015-06-20,465,465,8238,6233.314701920428
2015-06-20,466,466,4734,5666.631885670311
2015-06-20,467,467,13507,13163.295441725133
2015-06-20,468,468,7418,6216.02490380312
2015-06-20,462,462,2238,2490.947830534241
2015-06-20,556,556,4914,6965.921542439403
2015-06-20,279,279,11842,6058.355298765814
2015-06-20,277,277,5257,6137.3469934732975
2015-06-20,100,100,8315,7942.726525205503
2015-06-20,99,99,6240,5359.507983824489
2015-06-20,98,98,5804,4809.378205540934
2015-06-20,97,97,4842,5060.9352642694475
2015-06-20,96,96,1935,5854.024806752928
2015-06-20,95,95,3742,4546.2906542750015
2015-06-20,94,94,5538,5840.204856475209
2015-06-20,93,93,3081,5292.403525199488
2015-06-20,92,92,5814,5676.862404287134
2015-06-20,91,91,3558,6020.699904522248
2015-06-20,90,90,7720,7593.751348289873
2015-06-20,89,89,4086,6020.699904522248
2015-06-20,88,88,2113,3123.3919398473827
2015-06-20,87,87,4474,3555.497506536676
2015-06-20,101,101,6581,6051.684894798316
2015-06-20,86,86,3877,5274.299313181924
2015-06-20,84,84,11235,11906.824556872445
2015-06-20,83,83,2666,3504.9213522365953
2015-06-20,82,82,5593,5698.555234616675
2015-06-20,81,81,7928,6046.657855420836
2015-06-20,80,80,8491,7752.276449995123
2015-06-20,79,79,4637,4320.8817111458375
2015-06-20,78,78,2643,5733.029002512224
2015-06-20,77,77,7656,5331.542713923707
2015-06-20,76,76,8796,7651.857574803005
2015-06-20,75,75,5586,6141.273115863986
2015-06-20,74,74,4989,4845.7108006648
2015-06-20,73,73,2414,2601.7746281818954
2015-06-20,72,72,2031,2968.508363820866
2015-06-20,71,71,7113,5706.871394528467
2015-06-20,85,85,4615,5498.458749649956
2015-06-20,102,102,5787,5946.4213121135
2015-06-20,103,103,3433,4768.213814166196
2015-06-20,104,104,11414,11492.10740235938
2015-06-20,135,135,5823,6221.016537165723
2015-06-20,134,134,3005,4353.1269324503755
2015-06-20,133,133,3190,3946.3019260309466
2015-06-20,132,132,7813,5274.299313181924
2015-06-20,131,131,5404,4452.418165827764
2015-06-20,130,130,4318,5274.299313181924
2015-06-20,129,129,7262,6076.963740922682
2015-06-20,128,128,7604,6748.224134623581
2015-06-20,127,127,6428,5258.914456075714
2015-06-20,126,126,4708,5927.392183026585
2015-06-20,125,125,8303,8967.937436408814
2015-06-20,124,124,2779,2725.6825676223775
2015-06-20,123,123,3159,4962.290893299919
2015-06-20,122,122,6314,6485.342507901268
2015-06-20,121,121,2240,5586.315693594934
2015-06-20,120,120,5135,6049.518896002452
2015-06-20,119,119,4572,6203.474915006423
2015-06-20,105,105,3457,5989.847925509327
2015-06-20,106,106,6047,7366.770593784729
2015-06-20,107,107,7771,7323.134473056829
2015-06-20,108,108,12653,8339.004951990853
2015-06-20,109,109,4885,5226.141636228837
2015-06-20,110,110,2892,4004.031204654576
2015-06-20,70,70,6078,5914.142227205399
2015-06-20,111,111,6039,6312.7093462420735
2015-06-20,113,113,5650,6852.092266000536
2015-06-20,114,114,4701,6108.6461219608855
2015-06-20,115,115,10063,6314.023938609623
2015-06-20,116,116,5980,6239.8243014820455
2015-06-20,117,117,2158,3013.420698496993
2015-06-20,118,118,6971,6045.050219253927
2015-06-20,112,112,5589,6166.866903166051
2015-06-20,69,69,6895,5331.542713923707
2015-06-20,68,68,8662,9147.510073328847
2015-06-20,67,67,5491,6022.554770181867
2015-06-20,31,31,5032,5659.013923348086
2015-06-20,30,30,3622,3700.5813524642012
2015-06-20,29,29,8117,6377.225452646059
2015-06-20,28,28,1830,5150.367028893244
2015-06-20,27,27,7350,7644.29094915868
2015-06-20,26,26,6367,6104.066631571926
2015-06-20,25,25,8067,8849.275703039595
2015-06-20,24,24,7714,6446.048641644348
2015-06-20,23,23,4426,4312.587288221863
2015-06-20,22,22,3603,5215.17051888657
2015-06-20,21,21,4665,5256.776763566473
2015-06-20,20,20,5199,5865.596116871485
2015-06-20,19,19,4801,5756.17130288465
2015-06-20,18,18,4671,4606.067212890322
2015-06-20,17,17,2480,2577.8286104266826
2015-06-20,16,16,5696,5390.843083940355
2015-06-20,15,15,5405,6008.857324957229
2015-06-20,1,1,4097,4593.418494731597
2015-06-20,2,2,3020,5202.306178857663
2015-06-20,3,3,3891,4716.134490055509
2015-06-20,4,4,9374,9796.478334543468
2015-06-20,5,5,2088,2371.7567884044124
2015-06-20,6,6,2793,3157.774369418858
2015-06-20,32,32,2215,5609.32491497629
2015-06-20,7,7,5572,5914.425996661323
2015-06-20,9,9,6179,5492.78590606076
2015-06-20,10,10,4736,5078.1978614417785
2015-06-20,11,11,5293,5295.73662285264
2015-06-20,12,12,6602,5295.73662285264
2015-06-20,13,13,4391,5215.6630360062645
2015-06-20,14,14,3472,5203.837876380485
2015-06-20,8,8,3611,3881.482741935071
2015-06-20,136,136,5125,5055.380057686149
2015-06-20,33,33,8094,8561.336352823013
2015-06-20,35,35,8387,6682.308579069861
2015-06-20,66,66,6212,6154.000506770297
2015-06-20,65,65,2344,3861.6298844724324
2015-06-20,64,64,10897,11235.555964494682
2015-06-20,63,63,7841,5859.804327171627
2015-06-20,62,62,3696,4569.8778356590365
2015-06-20,61,61,4885,5259.410562362728
2015-06-20,60,60,4825,6525.7077392016035
2015-06-20,59,59,2410,5665.001993794264
2015-06-20,58,58,6488,6175.31446765416
2015-06-20,57,57,6080,7189.08255324903
2015-06-20,56,56,9351,6654.686567199504
2015-06-20,55,55,3475,2780.3686509225518
2015-06-20,54,54,8668,6695.804470891378
2015-06-20,53,53,3231,4399.058289059318
2015-06-20,52,52,6339,5274.299313181924
2015-06-20,51,51,6825,6654.4182286843225
2015-06-20,50,50,4189,4419.324290015223
2015-06-20,36,36,9916,5399.770161564065
2015-06-20,37,37,7066,7445.320470549982
2015-06-20,38,38,7041,6578.86924211344
2015-06-20,39,39,2753,2589.4682556770717
2015-06-20,40,40,4532,4854.433370946785
2015-06-20,41,41,6457,5249.154315009883
2015-06-20,34,34,7400,6929.109822995502
2015-06-20,42,42,8482,8302.722154273342
2015-06-20,44,44,4108,3805.027984149906
2015-06-20,45,45,5313,5624.333583268943
2015-06-20,46,46,4812,5239.230708949277
2015-06-20,47,47,5430,5750.460107133031
2015-06-20,48,48,2503,2798.090626166042
2015-06-20,49,49,6785,7384.9798406845775
2015-06-20,43,43,4560,6358.556861204482
2015-06-20,137,137,6712,5481.906446248939
2015-06-20,138,138,3235,4601.1440583018875
2015-06-20,139,139,2473,5276.179919979277
2015-06-20,241,241,6537,5536.6585902160605
2015-06-20,240,240,3350,4384.219173577459
2015-06-20,239,239,5439,4414.877497378482
2015-06-20,238,238,5493,5273.984177868864
2015-06-20,237,237,3669,4384.219173577459
2015-06-20,236,236,4200,4457.231587834267
2015-06-20,235,235,3516,5959.701969158057
2015-06-20,234,234,10432,6020.238632730915
2015-06-20,233,233,8210,8942.300563311872
2015-06-20,232,232,2953,3248.624734081999
2015-06-20,231,231,4941,5565.491937813574
2015-06-20,230,230,6924,6105.865740809081
2015-06-20,229,229,7065,6047.9207393011975
2015-06-20,228,228,8484,6463.524404970846
2015-06-20,227,227,4224,5505.573995714422
2015-06-20,226,226,6592,5835.820033918878
2015-06-20,225,225,3282,5097.383743837563
2015-06-20,211,211,9677,9276.44677471138
2015-06-20,212,212,2942,3912.582087463941
2015-06-20,213,213,8122,6367.977516922748
2015-06-20,214,214,9394,6636.158968914288
2015-06-20,215,215,6104,6547.50122651313
2015-06-20,216,216,6784,6602.989759222362
2015-06-20,242,242,3061,5824.375528571239
2015-06-20,217,217,4267,4296.221652130611
2015-06-20,219,219,2232,1927.0663918913665
2015-06-20,220,220,3398,4401.436375319184
2015-06-20,221,221,5062,5589.789137889025
2015-06-20,222,222,3085,5477.260958582263
2015-06-20,223,223,5397,6048.935132106623
2015-06-20,224,224,7227,6263.154783275092
2015-06-20,218,218,2194,5267.6498993591895
2015-06-20,210,210,2588,5267.6498993591895
2015-06-20,243,243,5102,5265.688463583149
2015-06-20,245,245,9157,9021.48079775934
2015-06-20,276,276,1760,5528.00692873207
2015-06-20,275,275,6382,6700.935877562442
2015-06-20,274,274,4162,5394.865790228095
2015-06-20,273,273,6065,5968.492312875153
2015-06-20,272,272,3261,5110.932103785829
2015-06-20,271,271,2875,5252.761148539994
2015-06-20,270,270,8617,8189.174516025932
2015-06-20,269,269,7667,7306.331735685955
2015-06-20,268,268,3166,5883.980795034282
2015-06-20,267,267,8458,6785.600732153635
2015-06-20,266,266,2126,5252.761148539994
2015-06-20,265,265,2787,5785.330682451262
2015-06-20,264,264,4885,5982.221596502388
2015-06-20,263,263,5767,5317.4484390564485
2015-06-20,262,262,16392,17598.5777784916
2015-06-20,261,261,7635,6666.589138694126
2015-06-20,260,260,6204,6531.938473618726
2015-06-20,246,246,5246,5988.900765640136
2015-06-20,247,247,7777,7272.740582639868
2015-06-20,248,248,6449,5286.134081230209
2015-06-20,249,249,4259,4723.849453640425
2015-06-20,250,250,7384,6402.884232605445
2015-06-20,251,251,18206,17634.01136216299
2015-06-20,244,244,4228,5267.6498993591895
2015-06-20,252,252,8515,9281.79143911478
2015-06-20,254,254,3033,5247.047707099001
2015-06-20,255,255,6532,6252.3955190505
2015-06-20,256,256,7600,8314.444032615576
2015-06-20,257,257,2560,3151.4929523719675
2015-06-20,258,258,3844,5056.930098109628
2015-06-20,259,259,9130,9380.280108180199
2015-06-20,253,253,4055,3796.0065928443073
2015-06-20,278,278,4305,5996.783885770276
2015-06-20,209,209,4331,6248.291425522891
2015-06-20,207,207,7700,6105.865740809081
2015-06-20,170,170,3777,5267.6498993591895
2015-06-20,169,169,5904,5274.299313181924
2015-06-20,168,168,3945,5595.214920226133
2015-06-20,167,167,5316,5339.989034392346
2015-06-20,166,166,5364,5584.233548393592
2015-06-20,165,165,2797,5586.315693594934
2015-06-20,164,164,4050,5249.154315009883
2015-06-20,163,163,5685,6468.133141851786
2015-06-20,162,162,6380,6232.331791795354
2015-06-20,161,161,6985,6545.706391970539
2015-06-20,160,160,4872,4743.286743323977
2015-06-20,159,159,6524,6054.104501871243
2015-06-20,158,158,10180,6362.502725063043
2015-06-20,157,157,7325,7903.296925441341
2015-06-20,156,156,2649,4055.4091975258607
2015-06-20,155,155,7026,5980.125188478455
2015-06-20,154,154,8127,6991.348415170409
2015-06-20,140,140,6125,5331.542713923707
2015-06-20,141,141,5149,5247.387230022623
2015-06-20,142,142,3077,4353.1269324503755
2015-06-20,143,143,4902,5447.388664387219
2015-06-20,144,144,6076,6095.876214793897
2015-06-20,145,145,5806,6412.910666092635
2015-06-20,171,171,6299,6648.345610218843
2015-06-20,146,146,7064,6312.7093462420735
2015-06-20,148,148,8572,6575.8838546877005
2015-06-20,149,149,3400,5982.713911447254
2015-06-20,150,150,6703,6170.262371098495
2015-06-20,151,151,5391,5979.704191363845
2015-06-20,152,152,2814,3328.60913513396
2015-06-20,153,153,3320,5153.659974214693
2015-06-20,147,147,7770,6065.856883367228
2015-06-20,208,208,3568,3152.6979121215427
2015-06-20,172,172,7051,7035.133564230972
2015-06-20,174,174,5909,6250.346687327134
2015-06-20,206,206,5047,5252.761148539994
2015-06-20,205,205,5640,5474.565627694649
2015-06-20,204,204,4344,6203.787768246136
2015-06-20,203,203,5748,5746.1351412044105
2015-06-20,202,202,6557,5984.969308577552
2015-06-20,201,201,5067,5342.895797469478
2015-06-20,200,200,6931,6915.266570517346
2015-06-20,199,199,8214,6273.2524470923645
2015-06-20,198,198,569,1129.5968407340595
2015-06-20,197,197,6514,5979.704191363845
2015-06-20,196,196,3869,5586.315693594934
2015-06-20,195,195,10929,10751.275836712697
2015-06-20,194,194,4875,5292.403525199488
2015-06-20,193,193,3738,4421.738918983257
2015-06-20,192,192,14817,6669.808099049954
2015-06-20,191,191,6784,5324.893300100973
2015-06-20,190,190,6824,5391.566996570467
2015-06-20,175,175,5912,5121.045359137639
2015-06-20,176,176,3311,4369.570466338255
2015-06-20,177,177,1508,5232.5812951265425
2015-06-20,178,178,7365,7324.165375462909
2015-06-20,179,179,6336,5849.878727781998
2015-06-20,180,180,6950,6050.438783925801
2015-06-20,173,173,5728,6705.983129398892
2015-06-20,181,181,3443,6152.123182962411
2015-06-20,184,184,5821,5583.329004725176
2015-06-20,185,185,5119,6339.37266213493
2015-06-20,186,186,4263,3845.71190485865
2015-06-20,187,187,3893,4451.36518969177
2015-06-20,188,188,4195,5267.6498993591895
2015-06-20,189,189,7013,6050.438783925801
2015-06-20,182,182,5935,5255.960812614694
2015-06-20,557,557,3707,6974.534733501256
2015-06-20,1114,1114,22183,22021.19
2015-06-20,559,559,2061,5625.172021484658
2015-06-20,939,939,6548,5676.35034208222
2015-06-20,938,938,8183,7606.386883452303
2015-06-20,937,937,7714,5453.824960997888
2015-06-20,936,936,6280,6482.986810145067
2015-06-20,935,935,3857,4029.64123855299
2015-06-20,934,934,4921,5475.7695151339585
2015-06-20,933,933,3412,5657.116996002703
2015-06-20,932,932,4406,5403.5858633360485
2015-06-20,931,931,2999,4343.986764533051
2015-06-20,930,930,7404,7302.982809061342
2015-06-20,929,929,3955,5657.116996002703
2015-06-20,928,928,6485,5744.594609159159
2015-06-20,927,927,4594,5229.577803278389
2015-06-20,926,926,7038,5475.7695151339585
2015-06-20,940,940,6047,5657.116996002703
2015-06-20,925,925,7438,6254.545424505323
2015-06-20,923,923,5177,4875.260129204759
2015-06-20,922,922,8862,5997.213856322892
2015-06-20,921,921,3425,4671.090465873996
2015-06-20,920,920,6093,5693.027897467773
2015-06-20,919,919,3059,4295.550403650429
2015-06-20,918,918,2758,3003.6700300571365
2015-06-20,917,917,4054,5657.116996002703
2015-06-20,916,916,5059,4910.659003825665
2015-06-20,915,915,8103,5759.176821455529
2015-06-20,914,914,6167,5433.760700419694
2015-06-20,913,913,6749,7722.413194660567
2015-06-20,912,912,6429,5840.2032635642145
2015-06-20,911,911,7435,7863.317322512212
2015-06-20,910,910,3806,5404.015856653921
2015-06-20,924,924,3015,5447.78049382297
2015-06-20,941,941,4382,4737.198114534157
2015-06-20,942,942,5986,5471.190975982423
2015-06-20,943,943,7056,6572.104852114323
2015-06-20,974,974,9902,10122.097292823684
2015-06-20,973,973,5123,6386.952681839826
2015-06-20,972,972,1463,1693.7915144220572
2015-06-20,971,971,7970,5185.395681437794
2015-06-20,970,970,1178,4353.606616140775
2015-06-20,969,969,3203,4573.6873254381835
2015-06-20,968,968,5791,4552.025386019738
2015-06-20,967,967,5423,5173.110247781626
2015-06-20,966,966,3963,3830.3386939200077
2015-06-20,965,965,6527,6781.337477368681
2015-06-20,964,964,7714,9129.97043312829
2015-06-20,963,963,3303,4043.479702704833
2015-06-20,962,962,5675,5327.819909027153
2015-06-20,961,961,6231,5681.2595359223615
2015-06-20,960,960,6251,5471.190975982423
2015-06-20,959,959,3978,4531.933230132614
2015-06-20,958,958,2838,3034.614216588724
2015-06-20,944,944,7790,7894.438685833883
2015-06-20,945,945,2563,4278.040075891947
2015-06-20,946,946,3104,3101.782742606891
2015-06-20,947,947,8539,6751.634148615853
2015-06-20,948,948,6029,5861.434469320605
2015-06-20,949,949,2829,3095.220712170011
2015-06-20,909,909,22882,7423.7904216510415
2015-06-20,950,950,3728,5657.116996002703
2015-06-20,952,952,6657,5692.225371941961
2015-06-20,953,953,1888,2798.694399865981
2015-06-20,954,954,5804,6456.494102205342
2015-06-20,955,955,4381,4772.8158471485185
2015-06-20,956,956,1646,3151.4099729826307
2015-06-20,957,957,5085,5009.665069702264
2015-06-20,951,951,7724,5169.652540963596
2015-06-20,908,908,2271,3086.4171699026715
2015-06-20,907,907,7012,6161.587105958523
2015-06-20,906,906,9045,7858.251095403414
2015-06-20,870,870,4663,7671.411643369518
